,datetime,ema,sma,rsi,close
334,2022-02-18,296.72061,298.53556,37.44151,287.92999
333,2022-02-22,294.92049,296.66445,37.31837,287.72
332,2022-02-23,291.99039,293.22667,33.15265,280.26999
331,2022-02-24,292.51031,292.36111,45.69968,294.59
330,2022-02-25,293.47025,292.61333,47.70742,297.31
329,2022-02-28,294.5342,293.03444,48.81638,298.79001
328,2022-03-01,294.61736,292.42111,46.08557,294.95001
327,2022-03-02,295.73189,292.49778,50.18105,300.19
326,2022-03-03,295.76952,293.07445,47.04492,295.92001
325,2022-03-04,294.58761,293.28889,42.94307,289.85999
324,2022-03-07,291.45209,292.31,36.71401,278.91
323,2022-03-08,288.33167,291.81889,35.17835,275.85001
322,2022-03-09,288.36534,291.14223,45.3543,288.5
321,2022-03-10,287.81027,289.84,43.65648,285.59
320,2022-03-11,286.26222,287.76,40.55515,280.07001
319,2022-03-14,284.29777,285.70334,38.61255,276.44
318,2022-03-15,284.86822,284.25445,46.72134,287.14999
317,2022-03-16,286.77258,284.08445,51.39535,294.39001
316,2022-03-17,288.46206,284.68,51.91613,295.22
315,2022-03-18,290.85565,287.07111,55.16367,300.42999
314,2022-03-21,292.51652,289.66111,54.20267,299.16
313,2022-03-22,294.82521,291.39,57.29396,304.06
312,2022-03-23,295.75817,292.93444,53.65626,299.48999
311,2022-03-24,297.42654,295.60444,56.64654,304.10001
310,2022-03-25,298.67723,298.63111,56.29017,303.67999
309,2022-03-28,301.08179,301.24778,60.73624,310.70001
308,2022-03-29,303.94743,303.58333,63.4244,315.41
307,2022-03-30,305.92994,305.65444,61.92192,313.85999
306,2022-03-31,306.40595,306.53,56.739,308.31
305,2022-04-01,307.00876,307.67,57.50511,309.42001
304,2022-04-04,308.60101,308.88222,61.20443,314.97
303,2022-04-05,309.05681,310.14778,57.24921,310.88
302,2022-04-06,307.14545,309.63667,47.96194,299.5
301,2022-04-07,305.99036,309.38,49.41415,301.37
300,2022-04-08,304.18629,307.85444,46.15065,296.97
299,2022-04-11,300.40103,304.50445,38.8053,285.26001
298,2022-04-12,296.73282,300.97111,37.069,282.06
297,2022-04-13,294.91026,298.67222,41.9307,287.62
296,2022-04-14,291.8942,295.38444,37.55327,279.82999
295,2022-04-18,289.61936,291.55666,38.169,280.51999
294,2022-04-19,288.75549,288.71444,42.40566,285.29999
293,2022-04-20,288.27639,287.25444,43.33293,286.35999
292,2022-04-21,286.78311,284.96999,39.72647,280.81
291,2022-04-22,284.23249,282.42111,35.80598,274.03
290,2022-04-25,283.52999,281.91666,41.89891,280.72
289,2022-04-26,280.86799,280.6011,36.10644,270.22
288,2022-04-27,281.33839,280.11222,46.05096,283.22
287,2022-04-28,282.99672,281.20111,50.16931,289.63
286,2022-04-29,281.90137,280.86777,43.42482,277.51999
285,2022-05-02,282.4151,280.77555,47.76491,284.47
284,2022-05-03,282.28808,280.26667,46.28491,281.78
283,2022-05-04,283.82646,281.28556,51.24428,289.98001
282,2022-05-05,282.53117,281.65445,44.43869,277.35001
281,2022-05-06,280.97094,280.98889,43.15824,274.73001
280,2022-05-09,277.69275,280.36222,38.52677,264.57999
279,2022-05-10,276.0542,278.83778,41.78779,269.5
278,2022-05-11,272.95336,275.60667,37.85392,260.54999
277,2022-05-12,269.43269,273.14333,35.74826,255.35001
276,2022-05-13,267.77015,270.54889,39.75297,261.12
275,2022-05-16,266.51612,268.29556,40.01813,261.5
274,2022-05-17,266.5769,265.72222,43.75058,266.82001
273,2022-05-18,264.07752,263.13667,37.70047,254.08
272,2022-05-19,261.89001,260.73778,37.29071,253.14
271,2022-05-20,260.02401,259.40222,37.02333,252.56
270,2022-05-23,260.14921,258.41889,43.14678,260.64999
269,2022-05-24,260.04336,258.31556,42.57912,259.62
268,2022-05-25,260.53869,259.11222,44.78187,262.51999
267,2022-05-26,261.61095,259.64333,47.3185,265.89999
266,2022-05-27,263.93676,260.94777,52.42919,273.23999
265,2022-05-31,265.52341,261.50888,51.42639,271.87
264,2022-06-01,266.90273,263.54666,51.82478,272.42001
263,2022-06-02,268.43818,265.92888,53.43981,274.57999
262,2022-06-03,268.75454,267.86888,49.6552,270.01999
261,2022-06-06,268.75363,268.76888,48.6224,268.75
260,2022-06-07,269.50291,270.2,51.80971,272.5
259,2022-06-08,269.68433,271.07666,49.94984,270.41
258,2022-06-09,268.70546,270.95333,45.24625,264.79001
257,2022-06-10,265.56237,268.70333,37.30343,252.99001
256,2022-06-13,260.9019,265.41333,31.83137,242.25999
255,2022-06-14,257.61952,262.31,33.99832,244.49001
254,2022-06-15,256.44761,259.77444,40.62476,251.75999
253,2022-06-16,254.15209,256.99111,36.89865,244.97
252,2022-06-17,252.85167,254.64667,39.26644,247.64999
251,2022-06-21,253.02934,252.56222,44.37441,253.74001
250,2022-06-22,253.04947,250.64222,43.97545,253.13
249,2022-06-23,254.21157,249.98333,48.64608,258.85999
248,2022-06-24,256.90926,251.61778,54.89375,267.70001
247,2022-06-27,258.50541,254.13222,52.69901,264.89001
246,2022-06-28,258.10033,255.46445,46.68316,256.48001
245,2022-06-29,258.53227,256.40889,49.47494,260.26001
244,2022-06-30,258.19181,257.72667,47.06659,256.82999
243,2022-07-01,258.46945,259.05222,49.20162,259.57999
242,2022-07-05,259.34556,260.06445,51.69654,262.85001
241,2022-07-06,260.71845,261.51778,54.18638,266.20999
240,2022-07-07,262.25475,262.57778,55.7861,268.39999
239,2022-07-08,263.3358,262.57333,55.08616,267.66
238,2022-07-11,263.57065,262.53111,52.09007,264.51001
237,2022-07-12,261.59052,262.21889,43.35181,253.67
236,2022-07-13,259.81641,261.38111,42.67614,252.72
235,2022-07-14,258.66913,261.07555,44.02123,254.08
234,2022-07-15,258.2793,260.75778,46.63875,256.72
233,2022-07-18,257.47344,259.80222,44.5403,254.25
232,2022-07-19,257.88475,259.06,49.74561,259.53
231,2022-07-20,258.7618,258.37889,52.25022,262.26999
230,2022-07-21,259.97744,258.06556,54.53885,264.84
229,2022-07-22,260.05395,257.60444,50.03667,260.35999
228,2022-07-25,259.80916,258.17777,48.56228,258.82999
227,2022-07-26,258.22732,258.08666,42.45953,251.89999
226,2022-07-27,260.32986,259.71555,56.69961,268.73999
225,2022-07-28,263.54589,261.90333,61.38681,276.41
224,2022-07-29,266.98471,264.84666,63.77106,280.73999
223,2022-08-01,269.18977,266.89999,61.20503,278.01001
222,2022-08-02,270.31582,268.29444,58.25526,274.82001
221,2022-08-03,272.74665,270.25333,62.876,282.47
220,2022-08-04,274.92732,272.84111,63.54628,283.64999
219,2022-08-05,276.52386,275.51667,62.78075,282.91
218,2022-08-08,277.28309,278.67445,60.05387,280.32001
217,2022-08-09,278.28647,280.18111,61.43299,282.29999
216,2022-08-10,280.46117,281.59778,65.83417,289.16
215,2022-08-11,281.77294,282.29556,63.40341,287.01999
214,2022-08-12,283.80035,283.84,66.45159,291.91
213,2022-08-15,285.73428,285.91222,67.38488,293.47
212,2022-08-16,287.12942,287.05,66.4155,292.70999
211,2022-08-17,287.96754,287.90222,64.58553,291.32001
210,2022-08-18,288.40803,288.70889,63.03798,290.17001
209,2022-08-19,287.95643,289.35667,57.82216,286.14999
208,2022-08-22,285.91514,288.85111,48.74614,277.75
207,2022-08-23,284.02011,287.43778,47.4941,276.44
206,2022-08-24,282.37409,286.19,46.85109,275.79001
205,2022-08-25,281.66928,284.73889,50.2649,278.85001
204,2022-08-26,278.95342,281.91889,40.43081,268.09
203,2022-08-29,276.20874,278.86556,38.28667,265.23001
202,2022-08-30,273.56099,275.71556,36.63338,262.97
201,2022-08-31,271.14279,272.52667,35.53655,261.47
200,2022-09-01,268.99423,269.66556,34.73755,260.39999
199,2022-09-02,266.40739,267.25556,31.63106,256.06
198,2022-09-06,263.77591,264.67889,29.77447,253.25
197,2022-09-07,262.63873,262.71222,36.66954,258.09
196,2022-09-08,261.81498,260.45333,37.25892,258.51999
195,2022-09-09,262.34398,260.05,44.88905,264.45999
194,2022-09-12,263.20518,260.20777,47.42757,266.64999
193,2022-09-13,260.96215,258.98777,35.60468,251.99001
192,2022-09-14,259.21372,257.96,35.87476,252.22
191,2022-09-15,256.44698,256.29111,31.62651,245.38
190,2022-09-16,254.10558,255.03333,31.25358,244.74001
189,2022-09-19,252.18847,254.06333,31.11774,244.52
188,2022-09-20,250.24077,252.32555,29.80512,242.45
187,2022-09-21,247.98262,250.15111,27.67912,238.95
186,2022-09-22,246.58209,247.54222,30.76386,240.98
185,2022-09-23,244.84967,244.35,28.77167,237.92
184,2022-09-26,243.36974,242.73444,28.46675,237.45
183,2022-09-27,241.97779,240.97778,27.76554,236.41
182,2022-09-28,241.79623,240.49889,35.43945,241.07001
181,2022-09-29,240.93699,239.69444,32.58358,237.5
180,2022-09-30,239.32959,238.40333,29.30648,232.89999
179,2022-10-03,239.61167,238.21333,40.32291,240.74001
178,2022-10-04,241.46534,239.31667,49.17822,248.88
177,2022-10-05,243.01227,240.23,49.49549,249.2
176,2022-10-06,243.76782,241.21556,47.11013,246.78999
175,2022-10-07,241.86225,240.85889,37.08671,234.24001
174,2022-10-10,239.3398,240.06333,33.99003,229.25
173,2022-10-11,236.55384,238.32333,31.79022,225.41
172,2022-10-12,234.39307,237.01778,32.20856,225.75
171,2022-10-13,234.36246,237.16667,41.8066,234.24001
170,2022-10-14,233.20197,235.81333,37.93676,228.56
169,2022-10-17,234.06757,234.55222,46.37823,237.53
168,2022-10-18,234.95406,233.36333,47.21434,238.5
167,2022-10-19,235.25925,232.21778,45.61907,236.48
166,2022-10-20,235.4374,232.43,45.34949,236.14999
165,2022-10-21,236.77392,233.86,50.99168,242.12
164,2022-10-24,238.86913,236.28667,55.26557,247.25
163,2022-10-25,241.22731,239.05444,57.89413,250.66
162,2022-10-26,239.24585,238.73,42.60396,231.32001
161,2022-10-27,236.74668,238.52889,39.92095,226.75
160,2022-10-28,236.57134,238.34444,47.08291,235.87
159,2022-10-31,235.68307,237.63667,44.72813,232.13
158,2022-11-01,234.18046,236.71333,42.31494,228.17
157,2022-11-02,231.36437,234.93,37.83506,220.10001
156,2022-11-03,227.94149,231.83334,34.94673,214.25
155,2022-11-04,226.6312,228.96,40.879,221.39
154,2022-11-07,226.87896,226.42778,45.71711,227.87
153,2022-11-08,227.27716,226.15555,46.44546,228.87
152,2022-11-09,226.72373,225.90667,43.69277,224.50999
151,2022-11-10,229.97498,226.69667,55.67698,242.98
150,2022-11-11,233.40199,228.36111,57.83788,247.11
149,2022-11-14,235.03159,229.84778,54.01961,241.55
148,2022-11-15,236.41927,232.27778,54.26523,241.97
147,2022-11-16,237.48142,235.33111,54.08743,241.73
146,2022-11-17,238.32113,237.58555,54.04769,241.67999
145,2022-11-18,238.90091,239.06889,53.65719,241.22
144,2022-11-21,239.53073,240.53333,54.29883,242.05
143,2022-11-22,240.63058,242.81333,56.62107,245.03
142,2022-11-23,242.02046,243.32444,58.56148,247.58
141,2022-11-25,243.11437,243.36667,58.46209,247.49001
140,2022-11-28,242.8435,243.39,52.36776,241.75999
139,2022-11-29,242.3408,243.20778,50.94058,240.33
138,2022-11-30,244.90064,244.69778,62.37667,255.14
137,2022-12-01,246.85851,246.14333,61.90448,254.69
136,2022-12-02,248.49081,247.67667,62.13088,255.02
135,2022-12-05,248.83265,248.58222,56.81946,250.2
134,2022-12-06,248.09012,248.59222,51.79393,245.12
133,2022-12-07,247.34609,248.23556,51.07567,244.37
132,2022-12-08,247.35687,248.22555,53.85955,247.39999
131,2022-12-09,246.9695,248.63222,51.78586,245.42
130,2022-12-12,248.0776,249.98555,58.01891,252.50999
129,2022-12-13,249.84608,250.18333,61.36463,256.92001
128,2022-12-14,251.32086,250.46444,61.58889,257.22
127,2022-12-15,250.85869,249.79666,52.59186,249.00999
126,2022-12-16,249.62495,249.18444,48.57117,244.69
125,2022-12-19,247.78996,248.66555,44.93973,240.45
124,2022-12-20,246.59197,248.38,46.31599,241.8
123,2022-12-21,246.15957,248.05,48.99091,244.42999
122,2022-12-22,244.56566,247.24667,43.45803,238.19
121,2022-12-23,243.39853,245.71556,44.04694,238.73
120,2022-12-27,242.11082,243.49778,42.48494,236.96001
119,2022-12-28,240.59466,240.97667,40.36839,234.53
118,2022-12-29,240.67773,240.08778,47.832,241.00999
117,2022-12-30,240.50618,239.54667,46.67662,239.82001
116,2023-01-03,240.32095,239.45,46.43301,239.58
115,2023-01-04,238.07676,238.03889,37.28283,229.10001
114,2023-01-05,234.92341,235.58111,32.77617,222.31
113,2023-01-06,232.92472,234.10778,35.99131,224.92999
112,2023-01-09,231.76378,232.81778,38.63334,227.12
111,2023-01-10,231.18102,231.91667,40.71511,228.85001
110,2023-01-11,232.09882,232.05445,48.27388,235.77
109,2023-01-12,233.38105,231.77667,50.94106,238.50999
108,2023-01-13,234.55084,231.71111,51.64663,239.23
107,2023-01-17,235.71068,231.79667,52.78421,240.35001
106,2023-01-18,235.73054,232.54222,47.86811,235.81
105,2023-01-19,234.97043,233.61111,44.08886,231.92999
104,2023-01-20,236.02034,235.31,52.68437,240.22
103,2023-01-23,237.33228,237.02778,54.81406,242.58
102,2023-01-24,238.27382,238.49333,54.21277,242.03999
101,2023-01-25,238.74106,239.03111,52.56825,240.61
100,2023-01-26,240.59284,240.08555,59.41922,248.0
99,2023-01-27,242.10628,241.07778,59.55543,248.16
98,2023-01-30,242.22702,241.34,53.02657,242.71001
97,2023-01-31,243.34362,242.67333,57.69979,247.81
96,2023-02-01,245.22489,244.98667,61.6769,252.75
95,2023-02-02,249.09992,247.69556,69.16601,264.60001
94,2023-02-03,250.94993,249.44778,62.25574,258.35001
93,2023-02-06,252.11395,251.08445,60.60722,256.76999
92,2023-02-07,255.20316,254.07889,67.0282,267.56
91,2023-02-08,257.50853,256.16,66.1352,266.73001
90,2023-02-09,258.73082,257.87778,62.76108,263.62
89,2023-02-10,259.60466,260.14333,62.18978,263.10001
88,2023-02-13,261.94773,262.75556,67.2629,271.32001
87,2023-02-14,263.99218,264.91334,67.74485,272.17001
86,2023-02-15,265.05775,265.43778,64.32544,269.32001
85,2023-02-16,264.4762,265.86,56.58705,262.14999
84,2023-02-17,263.19296,266.00334,52.69295,258.06
83,2023-02-21,261.08837,264.34889,48.00456,252.67
82,2023-02-22,259.17269,262.65778,47.03462,251.50999
81,2023-02-23,258.29215,261.67445,50.08687,254.77
80,2023-02-24,256.47772,260.13222,45.30066,249.22
79,2023-02-27,255.21418,257.78111,46.23772,250.16
78,2023-02-28,254.05534,255.25333,45.57579,249.42
77,2023-03-01,252.49828,252.69222,42.76905,246.27
76,2023-03-02,252.22062,251.46556,48.06173,251.11
75,2023-03-03,252.8345,251.15778,52.17523,255.28999
74,2023-03-06,253.6416,251.62444,53.66893,256.87
73,2023-03-07,253.74327,251.91778,50.73139,254.14999
72,2023-03-08,253.73462,251.79889,50.24145,253.7
71,2023-03-09,253.4517,252.14333,48.68853,252.32001
70,2023-03-10,252.47936,251.96889,44.66954,248.59
69,2023-03-13,252.76749,252.46889,50.90578,253.92
68,2023-03-14,254.37199,254.08222,57.54745,260.79001
67,2023-03-15,256.58559,255.67444,61.35798,265.44
66,2023-03-16,260.50848,257.99778,68.42147,276.20001
65,2023-03-17,264.29278,260.50445,70.1834,279.42999
64,2023-03-20,265.88023,262.51334,61.89334,272.23001
63,2023-03-21,267.46018,264.74445,62.90906,273.78
62,2023-03-22,268.42615,266.96334,61.21977,272.29001
61,2023-03-23,270.27292,270.19334,64.88009,277.66
60,2023-03-24,272.33234,273.15445,66.71359,280.57001
59,2023-03-27,273.14187,274.88667,61.71739,276.38
58,2023-03-28,273.5595,275.97445,60.38083,275.23001
57,2023-03-29,274.9496,276.45334,64.21289,280.51001
56,2023-03-30,276.76968,276.96667,66.54897,284.04999
55,2023-03-31,279.07574,278.75222,69.15245,288.29999
54,2023-04-03,280.70659,280.24667,67.72338,287.23001
53,2023-04-04,282.00127,281.90111,67.65299,287.17999
52,2023-04-05,282.46902,282.64333,63.61061,284.34
51,2023-04-06,284.29522,283.86889,68.75094,291.60001
50,2023-04-10,285.31418,285.31445,65.70814,289.39001
49,2023-04-11,284.81734,286.15889,57.56399,282.82999
48,2023-04-12,284.55187,286.49,58.12633,283.48999
47,2023-04-13,285.60949,287.13333,63.18151,289.84
46,2023-04-14,285.7156,286.89333,58.7323,286.14001
45,2023-04-17,286.33248,287.06778,60.86589,288.79999
44,2023-04-18,286.73998,287.2,60.32295,288.37
43,2023-04-19,287.08199,287.65667,60.39375,288.45001
42,2023-04-20,286.88759,287.04666,57.18026,286.10999
41,2023-04-21,286.66207,286.64333,56.69438,285.76001
40,2023-04-24,285.68365,286.52555,51.33833,281.76999
39,2023-04-25,283.63093,285.62889,44.18426,275.42001
38,2023-04-26,285.97874,286.24333,62.0684,295.37
37,2023-04-27,289.74899,288.32,67.40216,304.82999
36,2023-04-28,293.25119,290.37111,68.6227,307.26001
35,2023-05-01,295.71295,292.28111,66.74002,305.56
34,2023-05-02,297.65236,294.16555,66.56649,305.41
33,2023-05-03,299.00189,296.19778,65.33463,304.39999
32,2023-05-04,300.28351,298.38111,66.01198,305.41
31,2023-05-05,302.35681,301.59,69.35731,310.64999
30,2023-05-08,303.61545,305.28222,66.66041,308.64999
29,2023-05-09,304.29236,306.57444,64.4344,307.0
28,2023-05-10,305.89588,307.40555,68.12355,312.31
27,2023-05-11,306.73871,307.72222,65.11012,310.10999
26,2023-05-12,307.18496,308.10111,63.54164,308.97
25,2023-05-15,307.63997,308.55111,63.9437,309.45999
24,2023-05-16,308.45997,309.36666,65.83187,311.73999
23,2023-05-17,309.56798,310.32111,67.64079,314.0
22,2023-05-18,311.35838,311.19555,70.95295,318.51999
21,2023-05-19,312.7547,312.27222,70.64286,318.34
20,2023-05-22,314.43976,313.84777,72.67225,321.17999
19,2023-05-23,314.60381,314.17555,62.90983,315.26001
18,2023-05-24,314.45305,314.59111,60.81437,313.85001
17,2023-05-25,316.74644,316.47444,70.02018,325.92001
16,2023-05-26,319.97516,319.07778,73.84184,332.89001
15,2023-05-30,322.22212,321.24111,71.47671,331.20999
14,2023-05-31,323.4557,322.84,67.56481,328.39001
13,2023-06-01,325.28056,324.40223,70.17656,332.57999
12,2023-06-02,327.30445,326.29778,71.82117,335.39999
11,2023-06-05,329.03156,327.93778,72.13801,335.94
10,2023-06-06,329.96124,329.98445,68.65851,333.67999
9,2023-06-07,328.645,331.04333,55.51591,323.38
8,2023-06-08,327.968,330.97,57.129,325.26001
7,2023-06-09,327.7324,330.29222,58.44952,326.79001
6,2023-06-12,328.55592,330.36334,62.55718,331.85001
5,2023-06-13,329.70274,331.01889,64.38557,334.29001
4,2023-06-14,331.23019,331.54778,66.58227,337.34
3,2023-06-15,334.60415,332.95889,72.9266,348.10001
2,2023-06-16,336.14932,333.66889,65.72112,342.32999
1,2023-06-20,336.52945,334.15445,60.91338,338.04999
0,2023-06-21,336.10964,335.38227,57.10852,334.43039
